Player Display Name,Time,Lat,Lon,Speed (m/s),Heart Rate (bpm),Instantaneous Acceleration Impulse
"T MMADI",11:45:38.5,43.305103833333334,5.4611833333333335,0,111,0
"T MMADI",11:45:38.6,43.30510416666667,5.4611833333333335,0,111,0
"T MMADI",11:45:38.7,43.30510433333333,5.461183166666667,0.34166694,111,3.4166693999999995
"T MMADI",11:45:38.8,43.305104666666665,5.461183166666667,0.31388914,111,0.27777799999999964
"T MMADI",11:45:38.9,43.305105,5.461183,0.3194447,111,0.05555560000000015
"T MMADI",11:45:39.0,43.305105166666664,5.461183,0,112,3.1944470000000003
"T MMADI",11:45:39.1,43.30510533333334,5.4611833333333335,0,112,0
"T MMADI",11:45:39.2,43.3051055,5.4611835,0,112,0
"T MMADI",11:45:39.3,43.30510566666666,5.461183666666667,0.36388918,112,3.6388917999999997
"T MMADI",11:45:39.4,43.305106,5.4611841666666665,0.4583337,112,0.9444452000000003
"T MMADI",11:45:39.5,43.30510633333333,5.4611841666666665,0.53055598,113,0.7222228000000003
"T MMADI",11:45:39.6,43.305107,5.4611845,0.75277838,113,2.2222239999999993
"T MMADI",11:45:39.7,43.30510783333334,5.461185333333334,1.00277858,113,2.500002
"T MMADI",11:45:39.8,43.305109,5.4611855,1.2083343,113,2.0555572
"T MMADI",11:45:39.9,43.305111333333336,5.461185166666667,2.21666844,113,0
"T MMADI",11:45:40.0,43.30511366666667,5.4611845,2.58055762,113,3.6388918000000015
"T MMADI",11:45:40.1,43.3051155,5.461184333333334,2.17500174,114,4.055558800000001
"T MMADI",11:45:40.2,43.30511766666667,5.461184,2.59166874,114,4.166669999999999
"T MMADI",11:45:40.3,43.3051205,5.4611835,3.06389134,114,4.722226000000003
"T MMADI",11:45:40.4,43.30512266666666,5.4611835,2.49444644,114,5.694449000000001
"T MMADI",11:45:40.5,43.30512466666667,5.461183,2.25833514,114,2.3611130000000013
"T MMADI",11:45:40.6,43.30512733333333,5.4611825,3.05278022,116,0
"T MMADI",11:45:40.7,43.30513,5.461181833333334,3.0416691,116,0.11111119999999808
"T MMADI",11:45:40.8,43.30513216666667,5.461181,2.4583353,116,5.833338000000001
"T MMADI",11:45:40.9,43.3051345,5.461180666666667,2.76944666,116,3.1111135999999995
"T MMADI",11:45:41.0,43.30513716666666,5.461180666666667,2.90555788,116,1.3611122000000009
"T MMADI",11:45:41.1,43.30513933333333,5.461180833333334,2.45555752,117,4.500003599999998
"T MMADI",11:45:41.2,43.30514133333333,5.461180833333334,2.14166838,117,3.138891400000001
"T MMADI",11:45:41.3,43.3051435,5.461180666666667,2.48055754,117,3.388891599999999
"T MMADI",11:45:41.4,43.30514566666667,5.461181,2.54444648,117,0.6388894
"T MMADI",11:45:41.5,43.305147833333336,5.461180666666667,2.30277962,117,2.4166686000000004
"T MMADI",11:45:41.6,43.30515,5.4611805,2.21111288,118,0.9166673999999997
"T MMADI",11:45:41.7,43.305151333333335,5.461180666666667,1.99722382,118,2.1388905999999985
"T MMADI",11:45:41.8,43.305153,5.461181166666667,1.9583349,118,0.38888919999999993
"T MMADI",11:45:41.9,43.305154333333334,5.461181666666667,1.4722234,118,4.861115
"T MMADI",11:45:42.0,43.305156,5.461182166666667,1.5833346,118,1.1111119999999985
"T MMADI",11:45:42.1,43.305157,5.461181666666667,1.57500126,119,0.08333339999999856
"T MMADI",11:45:42.2,43.3051585,5.461182333333333,1.67222356,119,0.9722229999999987
"T MMADI",11:45:42.3,43.30515966666667,5.461182666666667,1.21666764,119,4.5555591999999985
"T MMADI",11:45:42.4,43.3051605,5.4611825,1.02222304,119,1.9444459999999997
"T MMADI",11:45:42.5,43.30516033333333,5.461181666666667,0.73055614,119,2.9166690000000006
"T MMADI",11:45:42.6,43.30516116666667,5.461181333333333,0.7638895,120,0.3333335999999998
"T MMADI",11:45:42.7,43.3051615,5.461181166666667,0.47500038,120,2.8888911999999998
"T MMADI",11:45:42.8,43.3051615,5.461181,0,120,4.7500038
"T MMADI",11:45:42.9,43.3051615,5.461180833333334,0,120,0
"T MMADI",11:45:43.0,43.3051615,5.461180666666667,0,120,0
"T MMADI",11:45:43.1,43.30516116666667,5.461180666666667,0,120,0
"T MMADI",11:45:43.2,43.30516083333333,5.461180333333334,0.36388918,120,3.6388917999999997
"T MMADI",11:45:43.3,43.3051605,5.461180333333334,0.55277822,120,1.8888904
"T MMADI",11:45:43.4,43.30516,5.461180333333334,0.67777832,120,1.2500010000000006
"T MMADI",11:45:43.5,43.30515933333333,5.461180333333334,0.67777832,120,0
"T MMADI",11:45:43.6,43.30515833333334,5.461180166666667,0.84166734,121,1.6388901999999994
"T MMADI",11:45:43.7,43.305157333333334,5.461180333333334,0.93611186,121,0.9444452000000003
"T MMADI",11:45:43.8,43.3051565,5.4611805,1.03888972,121,1.0277786
"T MMADI",11:45:43.9,43.3051555,5.461180833333334,1.10555644,121,0.6666671999999996
"T MMADI",11:45:44.0,43.30515416666667,5.461181333333333,1.35555664,121,2.500002000000001
"T MMADI",11:45:44.1,43.305153,5.461181833333334,1.4027789,121,0.4722225999999985
"T MMADI",11:45:44.2,43.305152,5.461182333333333,1.30277882,121,1.0000008000000005
"T MMADI",11:45:44.3,43.305150833333336,5.461183,1.39166778,121,0.8888896000000002
"T MMADI",11:45:44.4,43.3051495,5.4611835,1.50833454,121,1.1666675999999998
"T MMADI",11:45:44.5,43.305147833333336,5.461183666666667,1.7500014,121,2.4166686000000004
"T MMADI",11:45:44.6,43.30514616666667,5.461183666666667,1.86389038,121,1.1388898000000003
