Player Display Name,Time,Lat,Lon,Speed (m/s),Heart Rate (bpm),Instantaneous Acceleration Impulse
"Murillo",15:19:13.4,43.30339983333333,5.461720833333334,0,80,0
"Murillo",15:19:13.5,43.30339983333333,5.461721166666667,0,80,0
"Murillo",15:19:13.6,43.30339983333333,5.461721166666667,0,80,0
"Murillo",15:19:13.7,43.303399666666664,5.461721333333333,0,80,0
"Murillo",15:19:13.8,43.3033995,5.461721166666667,0,80,0
"Murillo",15:19:13.9,43.303399166666665,5.4617206666666664,0.38055586,80,3.8055586
"Murillo",15:19:14.0,43.30339933333333,5.461720333333334,0,80,3.8055586
"Murillo",15:19:14.1,43.30339933333333,5.4617206666666664,0,80,0
"Murillo",15:19:14.2,43.30339933333333,5.461720833333334,0,80,0
"Murillo",15:19:14.3,43.3033995,5.461721333333333,0.38055586,80,3.8055586
"Murillo",15:19:14.4,43.303399666666664,5.461721833333334,0.45277814,80,0.7222227999999997
"Murillo",15:19:14.5,43.303399666666664,5.461722,0,80,4.527781399999999
"Murillo",15:19:14.6,43.3034,5.461722,0,80,0
"Murillo",15:19:14.7,43.30340016666667,5.461722,0,80,0
"Murillo",15:19:14.8,43.30340033333333,5.461722,0,80,0
"Murillo",15:19:14.9,43.30340016666667,5.461721833333334,0,80,0
"Murillo",15:19:15.0,43.30340016666667,5.4617216666666675,0,80,0
"Murillo",15:19:15.1,43.30340016666667,5.4617216666666675,0,80,0
"Murillo",15:19:15.2,43.30340016666667,5.4617215,0,80,0
"Murillo",15:19:15.3,43.30340016666667,5.4617215,0,80,0
"Murillo",15:19:15.4,43.3034,5.4617215,0,80,0
"Murillo",15:19:15.5,43.3034,5.4617215,0,80,0
"Murillo",15:19:15.6,43.30339983333333,5.4617215,0,80,0
"Murillo",15:19:15.7,43.303399666666664,5.4617216666666675,0,80,0
"Murillo",15:19:15.8,43.303399666666664,5.4617216666666675,0,80,0
"Murillo",15:19:15.9,43.303399666666664,5.4617216666666675,0,80,0
"Murillo",15:19:16.0,43.3033995,5.4617216666666675,0,80,0
"Murillo",15:19:16.1,43.3033995,5.461721833333334,0,80,0
"Murillo",15:19:16.2,43.3033995,5.4617216666666675,0,80,0
"Murillo",15:19:16.3,43.3033995,5.4617216666666675,0,80,0
"Murillo",15:19:16.4,43.3033995,5.4617216666666675,0,80,0
"Murillo",15:19:16.5,43.3033995,5.4617216666666675,0,80,0
"Murillo",15:19:16.6,43.30339933333333,5.4617216666666675,0,80,0
"Murillo",15:19:16.7,43.30339933333333,5.4617215,0,80,0
"Murillo",15:19:16.8,43.30339933333333,5.4617215,0,80,0
"Murillo",15:19:16.9,43.30339933333333,5.461721333333333,0,80,0
