Player Display Name,Time,Lat,Lon,Speed (m/s),Heart Rate (bpm),Instantaneous Acceleration Impulse
"Bakola",14:57:00.8,43.305284666666665,5.4614761666666665,1.54444568,130,3.0555580000000004
"Bakola",14:57:00.9,43.30528566666666,5.461475166666667,1.49722342,130,0.4722225999999985
"Bakola",14:57:01.0,43.3052865,5.461473833333334,1.25555656,129,2.4166686000000004
"Bakola",14:57:01.1,43.30528733333333,5.461473333333333,1.02500082,129,2.3055574
"Bakola",14:57:01.2,43.30528833333334,5.4614735,1.09444532,129,0.6944449999999991
"Bakola",14:57:01.3,43.30528966666667,5.461471833333334,1.75277918,129,0
"Bakola",14:57:01.4,43.30529,5.461471333333334,0.8888896,129,0
"Bakola",14:57:01.5,43.3052895,5.461471333333334,0,128,0
"Bakola",14:57:01.6,43.30528966666667,5.461470666666666,0.32777804,128,3.2777803999999997
"Bakola",14:57:01.7,43.30528933333333,5.4614705,0.30833358,128,0.19444459999999997
"Bakola",14:57:01.8,43.30528883333333,5.461470166666667,0.5833338,128,2.7500022
"Bakola",14:57:01.9,43.305286833333334,5.461469166666667,1.75833474,128,0
"Bakola",14:57:02.0,43.30528433333333,5.461468833333334,2.2638907,128,5.055559600000001
"Bakola",14:57:02.1,43.30528283333333,5.461469333333334,1.98055714,128,2.833335600000002
"Bakola",14:57:02.2,43.305280333333336,5.461471166666667,2.87222452,128,0
"Bakola",14:57:02.3,43.3052775,5.461473333333333,3.3611138,128,4.8888928
"Bakola",14:57:02.4,43.30527516666667,5.461474333333334,2.92222456,127,4.3888924
"Bakola",14:57:02.5,43.30527166666667,5.461474333333334,3.53333616,127,0
"Bakola",14:57:02.6,43.3052685,5.461474833333334,3.6250029,127,0.9166673999999997
"Bakola",14:57:02.7,43.30526516666667,5.4614753333333335,3.61389178,127,0.11111120000000252
"Bakola",14:57:02.8,43.3052615,5.4614761666666665,3.95000316,127,3.361113800000002
"Bakola",14:57:02.9,43.305257833333336,5.461477666666667,4.08889216,127,1.3888900000000026
"Bakola",14:57:03.0,43.305254,5.461478,4.1111144,127,0.22222239999999616
"Bakola",14:57:03.1,43.3052495,5.461477,4.76667048,127,0
"Bakola",14:57:03.2,43.30524533333334,5.461476333333334,4.60555924,127,1.6111124000000032
"Bakola",14:57:03.3,43.305241333333335,5.4614765,4.48055914,127,1.250000999999994
"Bakola",14:57:03.4,43.305237,5.461477166666667,4.66111484,129,1.8055569999999932
"Bakola",14:57:03.5,43.30523266666667,5.461477166666667,4.62778148,129,0.33333359999999423
"Bakola",14:57:03.6,43.305228166666666,5.461476333333334,4.96389286,129,3.361113799999993
"Bakola",14:57:03.7,43.305224,5.461476666666667,4.71944822,129,2.4444463999999932
"Bakola",14:57:03.8,43.30522,5.4614765,4.5555592,129,1.6388902000000005
"Bakola",14:57:03.9,43.30521616666666,5.461477166666667,4.51667028,129,0.3888892000000066
"Bakola",14:57:04.0,43.305212166666664,5.461477833333333,4.42778132,129,0.8888895999999935
"Bakola",14:57:04.1,43.30520833333333,5.461478166666668,4.31111456,129,1.166667600000002
"Bakola",14:57:04.2,43.30520516666666,5.4614788333333335,3.78889192,129,5.2222263999999985
"Bakola",14:57:04.3,43.30520166666666,5.461479166666667,3.9305587,129,1.4166678
"Bakola",14:57:04.4,43.30519833333334,5.461479166666667,3.750003,129,1.805557000000002
"Bakola",14:57:04.5,43.305194666666665,5.461479,3.90000312,129,1.5000012000000007
"Bakola",14:57:04.6,43.305191666666666,5.461479333333334,3.6527807,129,2.4722241999999994
"Bakola",14:57:04.7,43.305188,5.4614796666666665,3.96944762,129,3.1666691999999985
"Bakola",14:57:04.8,43.3051845,5.461480333333333,3.8055586,129,1.6388902000000005
"Bakola",14:57:04.9,43.30518133333333,5.4614806666666675,3.6250029,129,1.8055569999999976
"Bakola",14:57:05.0,43.30517833333333,5.461481166666666,3.5833362,129,0.41666699999999945
"Bakola",14:57:05.1,43.305175,5.4614815,3.68333628,129,1.000000799999996
"Bakola",14:57:05.2,43.305171666666666,5.461481333333333,3.61666956,130,0.6666671999999974
"Bakola",14:57:05.3,43.30516866666667,5.461481333333333,3.40000272,130,2.1666684000000025
"Bakola",14:57:05.4,43.305165833333334,5.4614815,3.42222496,130,0.2222224000000006
"Bakola",14:57:05.5,43.3051625,5.461481833333334,3.4583361,130,0.3611114000000004
"Bakola",14:57:05.6,43.30515933333333,5.461482166666666,3.38611382,130,0.7222228000000008
"Bakola",14:57:05.7,43.30515716666667,5.4614825,3.0138913,131,3.722225199999998
"Bakola",14:57:05.8,43.30515416666667,5.461483,3.26666928,131,2.5277797999999985
"Bakola",14:57:05.9,43.30515116666666,5.461482666666667,3.20555812,131,0.6111115999999983
"Bakola",14:57:06.0,43.305148333333335,5.461482666666667,3.055558,131,1.5000012000000007
